chr	position	LTR	strand	break-point distance counts

chr1,	2385745,	3',	+,	2385892,	147,	245,	247
chr1,	2385745,	3',	+,	2385887,	142,	0,	1

chr1,	8448395,	3',	+,	8448551,	156,	53,	3

chr1,	8780529,	3',	-,	8780427,	102,	2,	0

chr1,	13481702,	3',	+,	13481746,	44,	2,	0

chr1,	13702539,	3',	+,	13702583,	44,	4,	0

chr1,	16188571,	3',	+,	16188697,	126,	132,	135
chr1,	16188571,	3',	+,	16188692,	121,	0,	1

chr1,	18821328,	3',	+,	18821650,	322,	0,	3

chr1,	20312324,	3',	-,	20312280,	44,	8,	0

chr1,	27056289,	3',	+,	27056350,	61,	317,	312

chr1,	29071157,	3',	+,	29071279,	122,	55,	55

chr1,	32375299,	3',	-,	32375095,	204,	19,	19
chr1,	32375299,	3',	-,	32375169,	130,	0,	1

chr1,	43155638,	3',	-,	43155425,	213,	12,	12

chr1,	92644594,	3',	-,	92644545,	49,	11,	0

chr1,	120598837,	3',	+,	120598924,	87,	86,	59

chr1,	144541791,	3',	-,	144541624,	167,	4,	4

chr1,	145222597,	3',	-,	145222510,	87,	91,	47

chr1,	153617087,	3',	+,	153617259,	172,	101,	102
chr1,	153617087,	3',	+,	153617254,	167,	0,	1

chr1,	158176291,	3',	+,	158176340,	49,	10,	1

chr1,	158322490,	3',	-,	158322343,	147,	13,	13

chr1,	224312720,	3',	-,	224312486,	234,	0,	11

chr1,	234529299,	3',	-,	234529256,	43,	134,	132

chr10,	6642083,	3',	-,	6641848,	235,	0,	77

chr10,	36998057,	3',	+,	36998101,	44,	1,	0

chr10,	51575520,	3',	-,	51575395,	125,	101,	101
chr10,	51575520,	3',	-,	51575400,	120,	0,	1
chr10,	51575520,	3',	-,	51575445,	75,	208,	205

chr10,	75193587,	3',	-,	75193521,	66,	254,	251

chr10,	81183628,	3',	-,	81183598,	30,	1,	1

chr10,	96457328,	3',	+,	96457379,	51,	1,	0

chr10,	111348968,	3',	+,	111349012,	44,	4,	0

chr10,	116303539,	3',	+,	116303696,	157,	153,	156

chr10,	120217010,	3',	+,	120217265,	255,	0,	55
chr10,	120217010,	3',	+,	120217210,	200,	54,	54

chr10,	121058746,	3',	-,	121058697,	49,	7,	0

chr11,	761110,	3',	-,	761055,	55,	93,	93

chr11,	5658144,	3',	+,	5658188,	44,	4,	0

chr11,	34195649,	3',	+,	34195693,	44,	1,	1

chr11,	46138374,	3',	+,	46138489,	115,	110,	109

chr11,	47541767,	3',	+,	47541931,	164,	26,	26

chr11,	62333622,	3',	-,	62333263,	359,	0,	1

chr11,	65206776,	3',	-,	65206709,	67,	73,	73

chr11,	65622864,	3',	+,	65622964,	100,	57,	0

chr11,	65706151,	3',	-,	65705860,	291,	0,	1

chr11,	65891241,	3',	-,	65891197,	44,	2,	0

chr11,	66984976,	3',	-,	66984935,	41,	14,	14

chr11,	76266591,	3',	+,	76267099,	508,	0,	1

chr11,	90120729,	3',	-,	90120685,	44,	3,	0

chr11,	117031335,	3',	+,	117031365,	30,	1,	0

chr11,	118387848,	3',	-,	118387522,	326,	0,	3

chr12,	986844,	3',	-,	986784,	60,	35,	35

chr12,	46151066,	3',	+,	46151262,	196,	9,	9

chr12,	56169380,	3',	+,	56169735,	355,	0,	3

chr12,	56387531,	3',	+,	56387883,	352,	0,	10

chr12,	63830010,	3',	+,	63830051,	41,	1,	0

chr12,	111956942,	3',	+,	111957419,	477,	0,	3

chr12,	122852983,	3',	-,	122852870,	113,	133,	132

chr12,	125456619,	3',	+,	125457191,	572,	0,	2

chr13,	51211990,	3',	-,	51211946,	44,	2,	0

chr13,	77757068,	3',	+,	77757249,	181,	24,	24

chr13,	113692547,	3',	+,	113692591,	44,	2,	0

chr13,	114901449,	3',	-,	114901282,	167,	83,	84

chr14,	38226727,	3',	-,	38226683,	44,	1,	1

chr14,	56809551,	3',	+,	56809736,	185,	21,	21

chr14,	65385774,	3',	-,	65385700,	74,	44,	44

chr14,	71455378,	3',	-,	71455136,	242,	0,	6

chr15,	41393997,	3',	-,	41393953,	44,	3,	0

chr15,	42049142,	3',	+,	42049246,	104,	2,	0

chr15,	56430885,	3',	-,	56430834,	51,	1,	0

chr15,	75906660,	3',	+,	75906770,	110,	13,	0

chr15,	90935491,	3',	+,	90935584,	93,	38,	0

chr15,	90982148,	3',	+,	90982434,	286,	0,	6
chr15,	90982148,	3',	+,	90982234,	86,	1,	1

chr16,	137818,	3',	-,	137774,	44,	3,	0

chr16,	3910661,	3',	-,	3910458,	203,	20,	20

chr16,	15738248,	3',	-,	15738164,	84,	144,	143

chr16,	16017874,	3',	+,	16018003,	129,	40,	40

chr16,	21488584,	3',	-,	21488528,	56,	7,	0

chr16,	21920377,	3',	-,	21920321,	56,	6,	0

chr16,	21977026,	3',	-,	21976638,	388,	0,	3
chr16,	21977026,	3',	-,	21976925,	101,	16,	0

chr16,	22472990,	3',	+,	22473046,	56,	4,	1

chr16,	23198348,	3',	+,	23198397,	49,	8,	0

chr16,	29563438,	3',	+,	29563531,	93,	53,	0

chr16,	29570650,	3',	-,	29570594,	56,	3,	0

chr16,	29780170,	3',	+,	29780235,	65,	148,	148

chr16,	30303452,	3',	+,	30303545,	93,	41,	0

chr16,	30310362,	3',	-,	30310306,	56,	2,	0

chr16,	30320621,	3',	-,	30320532,	89,	3,	3

chr16,	30549085,	3',	+,	30549204,	119,	86,	86

chr16,	46390797,	3',	-,	46390767,	30,	5,	0

chr16,	46397758,	3',	-,	46397728,	30,	5,	2

chr16,	46402716,	3',	-,	46402686,	30,	4,	2

chr16,	46420864,	3',	+,	46420894,	30,	6,	0

chr16,	46424044,	3',	+,	46424295,	251,	0,	2

chr16,	46432919,	3',	+,	46432949,	30,	7,	0

chr16,	47538351,	3',	-,	47538316,	35,	5,	5

chr16,	68247840,	3',	-,	68247634,	206,	12,	12

chr16,	70164167,	3',	+,	70164229,	62,	30,	30

chr16,	70279788,	3',	-,	70279551,	237,	0,	3

chr16,	72616763,	3',	+,	72616814,	51,	19,	0
chr16,	72616763,	3',	+,	72616804,	41,	4,	0

chr16,	74384794,	3',	-,	74384732,	62,	1,	1

chr16,	88867585,	3',	-,	88867546,	39,	55,	54

chr16,	89934449,	3',	+,	89934560,	111,	64,	0

chr17,	2735620,	3',	+,	2735664,	44,	4,	0

chr17,	3618824,	3',	+,	3618998,	174,	20,	20
chr17,	3618824,	3',	+,	3618941,	117,	171,	170
chr17,	3618824,	3',	+,	3618904,	80,	95,	95

chr17,	7588765,	3',	+,	7588858,	93,	220,	217

chr17,	16056489,	3',	-,	16056029,	460,	0,	2

chr17,	17342249,	3',	-,	17342200,	49,	3,	0

chr17,	18185166,	3',	+,	18185221,	55,	115,	114

chr17,	19686020,	3',	-,	19685971,	49,	10,	0

chr17,	29882954,	3',	+,	29882985,	31,	66,	62

chr17,	33949754,	3',	-,	33949666,	88,	4,	4

chr17,	34147364,	3',	-,	34147227,	137,	102,	103

chr17,	35282220,	3',	+,	35282269,	49,	4,	0

chr17,	37988486,	3',	-,	37988340,	146,	64,	64
chr17,	37988486,	3',	-,	37988345,	141,	0,	1

chr17,	38660249,	3',	+,	38660293,	44,	4,	0

chr17,	38799819,	3',	-,	38799592,	227,	0,	1

chr17,	39494142,	3',	-,	39494006,	136,	7,	7

chr17,	40130645,	3',	+,	40130689,	44,	1,	0

chr17,	40404547,	3',	-,	40404276,	271,	0,	1

chr17,	40414129,	3',	-,	40414092,	37,	248,	244

chr17,	40415585,	3',	+,	40415706,	121,	275,	275

chr17,	40417846,	3',	+,	40417942,	96,	44,	0

chr17,	43482547,	3',	+,	43482603,	56,	50,	49

chr17,	48937908,	3',	-,	48937706,	202,	47,	47

chr17,	56681686,	3',	-,	56681656,	30,	1,	1

chr17,	57130080,	3',	-,	57129924,	156,	1,	1

chr17,	61800271,	3',	+,	61800420,	149,	31,	31
chr17,	61800271,	3',	+,	61800415,	144,	0,	1

chr17,	62911235,	3',	-,	62910670,	565,	0,	1

chr17,	74218213,	3',	+,	74218572,	359,	0,	2

chr17,	75979318,	3',	-,	75979151,	167,	114,	115
chr17,	75979318,	3',	-,	75979156,	162,	0,	1

chr17,	76063654,	3',	-,	76063537,	117,	19,	19

chr17,	76750447,	3',	+,	76750725,	278,	0,	13

chr17,	79553681,	3',	-,	79553614,	67,	140,	135

chr17,	80490388,	3',	+,	80490552,	164,	7,	7

chr18,	9235426,	3',	-,	9235328,	98,	79,	0

chr19,	2004139,	3',	-,	2004095,	44,	66,	65

chr19,	2006830,	3',	+,	2007051,	221,	15,	15
chr19,	2006830,	3',	+,	2006925,	95,	20,	0

chr19,	2092508,	3',	+,	2092751,	243,	0,	10

chr19,	2592121,	3',	+,	2592243,	122,	0,	35

chr19,	4347485,	3',	-,	4347441,	44,	4,	0

chr19,	7015704,	3',	-,	7015574,	130,	27,	27

chr19,	10780174,	3',	+,	10780379,	205,	92,	93

chr19,	10838230,	3',	+,	10838310,	80,	93,	92

chr19,	11021283,	3',	-,	11021184,	99,	16,	0

chr19,	12745003,	3',	+,	12745293,	290,	0,	3
chr19,	12745003,	3',	+,	12745197,	194,	4,	4

chr19,	13283554,	3',	-,	13283441,	113,	5,	5

chr19,	17875949,	3',	+,	17876141,	192,	83,	83
chr19,	17875949,	3',	+,	17876137,	188,	0,	1

chr19,	18179987,	3',	+,	18180090,	103,	170,	0

chr19,	37820603,	3',	+,	37820665,	62,	29,	29

chr19,	39082425,	3',	+,	39082484,	59,	40,	40

chr19,	40473210,	3',	+,	40473523,	313,	0,	2

chr19,	42073036,	3',	-,	42072901,	135,	37,	37

chr19,	47087208,	3',	+,	47087309,	101,	168,	0

chr19,	47455021,	3',	-,	47454820,	201,	41,	42

chr19,	47677503,	3',	+,	47677554,	51,	145,	143

chr19,	47678296,	3',	-,	47678133,	163,	88,	90

chr19,	51606610,	3',	+,	51606654,	44,	5,	2

chr19,	54701378,	3',	-,	54701149,	229,	1,	11

chr2,	21309900,	3',	+,	21309944,	44,	2,	0

chr2,	26349360,	3',	+,	26349579,	219,	47,	47

chr2,	39581352,	3',	+,	39581396,	44,	3,	0

chr2,	109705193,	3',	+,	109705242,	49,	7,	0

chr2,	147215164,	3',	+,	147215208,	44,	1,	0

chr2,	149538493,	3',	-,	149538079,	414,	0,	1

chr2,	151574067,	3',	+,	151574116,	49,	7,	0

chr2,	159816370,	3',	-,	159816326,	44,	1,	0

chr2,	169947170,	3',	-,	169946943,	227,	9,	9

chr2,	171279191,	3',	+,	171279240,	49,	1,	1

chr2,	204313032,	3',	-,	204312699,	333,	0,	2
chr2,	204313032,	3',	-,	204312975,	57,	253,	248

chr20,	29586435,	3',	+,	29586742,	307,	0,	15

chr20,	30991170,	3',	-,	30990912,	258,	0,	8

chr20,	31464588,	3',	+,	31464713,	125,	2,	0

chr20,	34385130,	3',	+,	34385197,	67,	1,	1

chr21,	9886291,	3',	-,	9886247,	44,	4,	0

